32,2,10,0.54399,4.875e+07
32,2,15,0.54695,4.875e+07
32,2,20,0.54803,4.875e+07
32,2,25,0.54843,4.875e+07
32,2,30,0.54859,4.875e+07
32,4,10,0.54255,4.5e+07
32,4,15,0.54556,4.5e+07
32,4,20,0.54663,4.5e+07
32,4,25,0.54715,4.5e+07
32,4,30,0.54735,4.5e+07
32,8,10,0.32541,3.75e+07
32,8,15,0.31141,3.75e+07
32,8,20,0.30543,3.75e+07
32,8,25,0.30321,3.75e+07
32,8,30,0.30249,3.75e+07
64,2,10,0.53186,5.0625e+07
64,2,15,0.53441,5.0625e+07
64,2,20,0.53551,5.0625e+07
64,2,25,0.53587,5.0625e+07
64,2,30,0.53611,5.0625e+07
64,4,10,0.52048,4.875e+07
64,4,15,0.52271,4.875e+07
64,4,20,0.52369,4.875e+07
64,4,25,0.52381,4.875e+07
64,4,30,0.52394,4.875e+07
64,8,10,0.34041,4.5e+07
64,8,15,0.32979,4.5e+07
64,8,20,0.32563,4.5e+07
64,8,25,0.32387,4.5e+07
64,8,30,0.32323,4.5e+07
64,16,10,0.18059,3.75e+07
64,16,15,0.14384,3.75e+07
64,16,20,0.12849,3.75e+07
64,16,25,0.12304,3.75e+07
64,16,30,0.12127,3.75e+07
128,2,10,0.40507,5.1562e+07
128,2,15,0.40088,5.1562e+07
128,2,20,0.39872,5.1562e+07
128,2,25,0.39787,5.1562e+07
128,2,30,0.39744,5.1562e+07
128,4,10,0.21443,5.0625e+07
128,4,15,0.1889,5.0625e+07
128,4,20,0.17882,5.0625e+07
128,4,25,0.17514,5.0625e+07
128,4,30,0.17382,5.0625e+07
128,8,10,0.11147,4.875e+07
128,8,15,0.071443,4.875e+07
128,8,20,0.056497,4.875e+07
128,8,25,0.051635,4.875e+07
128,8,30,0.050001,4.875e+07
128,16,10,0.084685,4.5e+07
128,16,15,0.037015,4.5e+07
128,16,20,0.018685,4.5e+07
128,16,25,0.012514,4.5e+07
128,16,30,0.010571,4.5e+07
128,32,10,0.15134,3.75e+07
128,32,15,0.1096,3.75e+07
128,32,20,0.089742,3.75e+07
128,32,25,0.078815,3.75e+07
128,32,30,0.070968,3.75e+07
256,2,10,0.20858,5.2031e+07
256,2,15,0.18871,5.2031e+07
256,2,20,0.18166,5.2031e+07
256,2,25,0.179,5.2031e+07
256,2,30,0.17809,5.2031e+07
256,4,10,0.14046,5.1562e+07
256,4,15,0.10574,5.1562e+07
256,4,20,0.092581,5.1562e+07
256,4,25,0.088042,5.1562e+07
256,4,30,0.086432,5.1562e+07
256,8,10,0.095327,5.0625e+07
256,8,15,0.049542,5.0625e+07
256,8,20,0.032309,5.0625e+07
