32,2,10,0.56036,3.25e+07
32,2,15,0.56436,3.25e+07
32,2,20,0.56593,3.25e+07
32,2,25,0.56635,3.25e+07
32,2,30,0.56645,3.25e+07
32,4,10,0.54866,3e+07
32,4,15,0.55162,3e+07
32,4,20,0.55286,3e+07
32,4,25,0.55317,3e+07
32,4,30,0.55325,3e+07
32,8,10,0.26665,2.5e+07
32,8,15,0.25223,2.5e+07
32,8,20,0.24684,2.5e+07
32,8,25,0.24491,2.5e+07
32,8,30,0.24426,2.5e+07
64,2,10,0.5418,3.375e+07
64,2,15,0.54387,3.375e+07
64,2,20,0.54484,3.375e+07
64,2,25,0.5451,3.375e+07
64,2,30,0.54514,3.375e+07
64,4,10,0.51984,3.25e+07
64,4,15,0.51999,3.25e+07
64,4,20,0.51953,3.25e+07
64,4,25,0.51934,3.25e+07
64,4,30,0.51925,3.25e+07
64,8,10,0.26356,3e+07
64,8,15,0.24787,3e+07
64,8,20,0.24186,3e+07
64,8,25,0.23981,3e+07
64,8,30,0.23911,3e+07
64,16,10,0.13594,2.5e+07
64,16,15,0.11329,2.5e+07
64,16,20,0.10476,2.5e+07
64,16,25,0.10181,2.5e+07
64,16,30,0.10077,2.5e+07
128,2,10,0.33081,3.4375e+07
128,2,15,0.32305,3.4375e+07
128,2,20,0.31978,3.4375e+07
128,2,25,0.31895,3.4375e+07
128,2,30,0.31869,3.4375e+07
128,4,10,0.14516,3.375e+07
128,4,15,0.12591,3.375e+07
128,4,20,0.11871,3.375e+07
128,4,25,0.11619,3.375e+07
128,4,30,0.11531,3.375e+07
128,8,10,0.055167,3.25e+07
128,8,15,0.02996,3.25e+07
128,8,20,0.021064,3.25e+07
128,8,25,0.018022,3.25e+07
128,8,30,0.017043,3.25e+07
128,16,10,0.040303,3e+07
128,16,15,0.015768,3e+07
128,16,20,0.0075972,3e+07
128,16,25,0.00515,3e+07
128,16,30,0.00443,3e+07
128,32,10,0.11482,2.5e+07
128,32,15,0.090803,2.5e+07
128,32,20,0.078487,2.5e+07
128,32,25,0.069981,2.5e+07
128,32,30,0.063072,2.5e+07
256,2,10,0.12729,3.4688e+07
256,2,15,0.10736,3.4688e+07
256,2,20,0.10032,3.4688e+07
256,2,25,0.097892,3.4688e+07
